image_path,folder,filename,top_race_7,top_race_4,top_gender,top_age,race7_confidence,race4_confidence,gender_confidence,age_confidence,race7_White,race7_Black,race7_Latino_Hispanic,race7_East_Asian,race7_Southeast_Asian,race7_Indian,race7_Middle_Eastern,race4_White,race4_Black,race4_Asian,race4_Indian,AU01_pred,AU02_pred,AU04_pred,AU05_pred,AU06_pred,AU09_pred,AU12_pred,AU15_pred,AU17_pred,AU20_pred,AU25_pred,AU26_pred
/analyse/Project0420/Projects/easy-image-scraping/chinese_clahe_flexible/真正_中原_幸福的技术员_baidu/真正_中原_幸福的技术员_0149_000a3f5c.jpg,真正_中原_幸福的技术员_baidu,真正_中原_幸福的技术员_0149_000a3f5c.jpg,East_Asian,Asian,Male,50-59,0.8845617771148682,0.9992446303367616,0.9981858134269714,0.5169808268547058,0.0059839258901774,0.0001070396538125,0.0041627823375165,0.8845617771148682,0.1043592318892479,7.52568812458776e-05,0.0007499504717998,0.0006191282882355,0.0001008379767881,0.9992446303367616,3.54040639649611e-05,0.63974434,0.07162569,0.009073974,0.00033522674,0.17531082,0.013543853,0.003494351,0.0018529552,0.0032210634,0.002603579,0.33948657,0.01116103
/analyse/Project0420/Projects/easy-image-scraping/chinese_clahe_flexible/真正_中原_幸福的技术员_baidu/真正_中原_幸福的技术员_0235_98ab52b1.jpg,真正_中原_幸福的技术员_baidu,真正_中原_幸福的技术员_0235_98ab52b1.jpg,East_Asian,Asian,Male,40-49,0.7785272002220154,0.9999139904975892,0.9699169993400574,0.5078786015510559,0.0002251509140478,2.3793212676537223e-05,0.0002281907509313,0.7785272002220154,0.2209509313106537,1.2848680853494445e-05,3.188589835190214e-05,3.6292294680606574e-05,3.048137114092242e-05,0.9999139904975892,1.9193272237316705e-05,8.529385e-06,2.8897819e-05,8.197575e-07,2.6364401e-05,0.0021312556,1.0681739e-05,0.057733662,0.00014051308,3.811172e-05,2.3890974e-05,0.824751,0.00022309132
/analyse/Project0420/Projects/easy-image-scraping/chinese_clahe_flexible/真正_中原_幸福的技术员_baidu/真正_中原_幸福的技术员_0379_09493fab.jpg,真正_中原_幸福的技术员_baidu,真正_中原_幸福的技术员_0379_09493fab.jpg,East_Asian,Asian,Male,40-49,0.8030523657798767,0.9976492524147034,0.8646895885467529,0.4805865287780761,0.0079739214852452,0.0001454525336157,0.0049402085132896,0.8030523657798767,0.1810008585453033,0.0001477814075769,0.0027394115459173,0.0022625317797064,4.714038732345216e-05,0.9976492524147034,4.1072511521633714e-05,0.007822822,0.004013096,0.002820777,0.0028746896,0.16103822,0.0027360597,0.016506573,0.00047071182,0.001866505,0.0010439095,0.06436776,0.0032094975
/analyse/Project0420/Projects/easy-image-scraping/chinese_clahe_flexible/真正_中原_幸福的技术员_baidu/真正_中原_幸福的技术员_0005_4dc159f9.jpg,真正_中原_幸福的技术员_baidu,真正_中原_幸福的技术员_0005_4dc159f9.jpg,East_Asian,Asian,Male,30-39,0.9114274978637696,0.9996985793113708,0.9984315037727356,0.5412394404411316,0.0013912210706621,2.935287011496257e-05,0.0020941302645951,0.9114274978637696,0.0848598405718803,1.0317212399968412e-05,0.0001875990565167,0.0002918593527283,5.645168585033389e-06,0.9996985793113708,3.876621121889912e-06,0.13713908,0.06328251,6.412253e-05,0.00037936485,0.8737601,0.0015955999,0.10469213,0.00013837106,0.799551,0.002302003,0.40928492,0.00084062293
/analyse/Project0420/Projects/easy-image-scraping/chinese_clahe_flexible/真正_中原_幸福的技术员_baidu/真正_中原_幸福的技术员_0276_06a920e8.jpg,真正_中原_幸福的技术员_baidu,真正_中原_幸福的技术员_0276_06a920e8.jpg,East_Asian,Asian,Male,40-49,0.9109988212585448,0.9999616146087646,0.9040188789367676,0.4177303910255432,0.0002948672918137,1.6147019778145477e-05,0.0001687535113887,0.9109988212585448,0.0884312242269516,2.5506806196062826e-05,6.462648161686957e-05,1.5630279449396767e-05,1.4490400644717738e-05,0.9999616146087646,8.275456821138505e-06,0.6619647,0.16451474,8.652903e-06,0.0003006367,0.0007606742,1.3181175e-05,0.00049459003,0.00011026482,6.603098e-05,8.092997e-05,0.9683667,0.0034440414
/analyse/Project0420/Projects/easy-image-scraping/chinese_clahe_flexible/真正_中原_幸福的技术员_baidu/真正_中原_幸福的技术员_0053_233ad370.jpg,真正_中原_幸福的技术员_baidu,真正_中原_幸福的技术员_0053_233ad370.jpg,East_Asian,Asian,Male,50-59,0.9479698538780212,0.9984735250473022,0.9768606424331664,0.3818258941173553,0.0002588919887784,1.6572614185861312e-05,7.225216540973634e-05,0.9479698538780212,0.0516560412943363,3.4147992664657068e-06,2.3090791728463955e-05,0.0013243046123534,0.0001317170244874,0.9984735250473022,7.044591620797291e-05,0.0024104912,0.012456637,7.566007e-05,6.1442835e-05,0.58264524,0.000530873,0.5383116,4.6167526e-05,0.0028045652,0.00037429412,0.94310707,0.0006192951
/analyse/Project0420/Projects/easy-image-scraping/chinese_clahe_flexible/真正_中原_幸福的技术员_baidu/真正_中原_幸福的技术员_0106_2942afd8.jpg,真正_中原_幸福的技术员_baidu,真正_中原_幸福的技术员_0106_2942afd8.jpg,East_Asian,Asian,Male,20-29,0.8686594367027283,0.9884753227233888,0.908638834953308,0.6969976425170898,0.0061998409219086,1.958549182745628e-05,0.0058613391593098,0.8686594367027283,0.1170291602611541,4.498835187405348e-05,0.0021856385283172,0.0113248974084854,0.0001169900060631,0.9884753227233888,8.273450657725334e-05,0.006390449,0.009004693,0.0002092836,0.0028390598,0.6437798,0.00084764767,0.38387188,0.00076971645,0.056616593,0.0031172421,0.030899025,0.0031241935
/analyse/Project0420/Projects/easy-image-scraping/chinese_clahe_flexible/真正_中原_幸福的技术员_baidu/真正_中原_幸福的技术员_0222_4c41f5c4.jpg,真正_中原_幸福的技术员_baidu,真正_中原_幸福的技术员_0222_4c41f5c4.jpg,East_Asian,Asian,Male,40-49,0.9005650281906128,0.9951881766319276,0.9858575463294984,0.4408884346485138,0.0028045757208019,1.9970826542703435e-05,0.0020736372098326,0.9005650281906128,0.0939846560359001,9.601234341971576e-05,0.0004561985260806,0.0042326524853706,0.0001448001858079,0.9951881766319276,0.0004343623586464,0.003732036,0.013067788,5.426109e-06,0.0015453574,0.035428587,4.055793e-05,0.017619528,8.4952364e-05,0.00031205153,0.00030305833,0.7901185,0.041553557
/analyse/Project0420/Projects/easy-image-scraping/chinese_clahe_flexible/真正_中原_幸福的技术员_baidu/真正_中原_幸福的技术员_0419_f12c6d4d.jpg,真正_中原_幸福的技术员_baidu,真正_中原_幸福的技术员_0419_f12c6d4d.jpg,East_Asian,Asian,Female,50-59,0.7424827814102173,0.9997973442077636,0.8259114623069763,0.4202415645122528,0.0012726001441478,3.1319486879510805e-05,0.0004332541720941,0.7424827814102173,0.2551822066307068,0.0001886706304503,0.0004091303853783,0.0001840862532844,5.477822469401872e-06,0.9997973442077636,1.307094771618722e-05,0.0016225213,0.0003807496,0.0003322699,0.00031431898,0.0027279865,0.00034188427,0.0015582794,0.0047963755,5.492671e-05,0.00011767736,0.6309956,0.0052445377
/analyse/Project0420/Projects/easy-image-scraping/chinese_clahe_flexible/真正_中原_幸福的技术员_baidu/真正_中原_幸福的技术员_0068_e53bcf06.jpg,真正_中原_幸福的技术员_baidu,真正_中原_幸福的技术员_0068_e53bcf06.jpg,East_Asian,Asian,Female,30-39,0.9203464388847352,0.9993329644203186,0.57476407289505,0.4114878177642822,0.0004538451321423,7.491133874282241e-05,0.0010199166135862,0.9203464388847352,0.0769978761672973,0.0003404911549296,0.0007663680007681,0.0003132418205495,8.715278090676293e-05,0.9993329644203186,0.0002666042128112,0.00015729912,0.0013114535,1.1617713e-06,8.7197215e-05,0.010226666,9.524722e-06,0.0045863558,0.00029031388,0.0004303228,0.00016429633,0.31803957,0.0008889557
